Created On,Topic,Owner,Potential Customer,Status,Status Reason,Est. revenue,Est. close date,Actual Revenue,Actual Close date,Probability,Rating,Sales Stage,Forecast category,Customer Need,Proposed Solution,Source Campaign,Purchase Process,Purchase Timeframe,Currency,Contact,Price List,Revenue
09/30/23,Alpine Ski House | Caf̩ Corto,Sophia Martinez,Alpine Ski House,Lost,Canceled,153800,05/01/24,0,05/01/24,20,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,Global Coffee Expo,Unknown,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
07/29/21,Alpine Ski House | Caf̩ Corto,Sophia Martinez,Alpine Ski House,Lost,Canceled,202600,05/18/22,0,05/18/22,30,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
01/05/24,Alpine Ski House | Caf̩ PG-1 Pro,Sophia Martinez,Alpine Ski House,Lost,Canceled,7150,04/11/24,0,04/11/24,25,Cold,Develop,Lost,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/03/23,Contoso Ltd. | Airpot,Sophia Martinez,Alpine Ski House,Won,Won,6650,06/09/23,6650,06/09/23,65,Warm,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
08/22/24,Alpine Ski House | CP Latte Cup with Saucer,Sophia Martinez,Alpine Ski House,Lost,Canceled,150,11/20/24,0,11/20/24,40,Cold,Qualify,Lost,DRINKWARE,CP Latte Cup with Saucer,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
02/26/25,Proseware Inc. | Crema Quatro,Sophia Martinez,Alpine Ski House,Open,In Progress,31450,05/28/25,0,,65,Warm,Develop,Best Case,CONSUMER ESPRESSO,Crema Quatro,,Individual,This Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
08/29/23,Trey Research | Barista Home,Sophia Martinez,Alpine Ski House,Won,Won,4050,09/12/23,4050,09/12/23,95,Hot,Close,Won,CONSUMER ESPRESSO,Barista Home,Coffee Machine Excellence,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
12/18/21,Trey Research | Carafe Pro,Sophia Martinez,Alpine Ski House,Won,Won,1000,12/29/21,1000,12/29/21,65,Warm,Close,Won,DRINKWARE,Carafe Pro,New Product Release,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
09/26/22,Alpine Ski House | Deluxe Decanter,Sophia Martinez,Alpine Ski House,Lost,Canceled,1250,12/26/22,0,12/26/22,35,Cold,Close,,DRINKWARE,Deluxe Decanter,,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
12/17/23,The Phone Company | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Alpine Ski House,Won,Won,313250,11/04/24,313250,11/04/24,85,Hot,Close,Won,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Coffee Machine Excellence,Individual,Immediate,US Dollar,Neel Marke,Contoso Coffee Price List,User Provided
01/28/25,Northwind Traders | Precision Grind Travel,Sophia Martinez,Alpine Ski House,Open,In Progress,1900,04/30/25,0,,35,Cold,Qualify,Pipeline,CONSUMER COFFEE GRINDERS,Precision Grind Travel,New Product Release,Unknown,Next Quarter,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
01/10/22,Fabrikam Inc. | Travel Mug,Sophia Martinez,Alpine Ski House,Won,Won,1050,03/12/22,1050,03/12/22,75,Warm,Close,Won,DRINKWARE,Travel Mug,,Individual,This Quarter,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
05/09/21,Alpine Ski House | AutoDrip,Sophia Martinez,Alpine Ski House,Won,Won,4400,05/23/21,4400,05/23/21,90,Hot,Close,Won,CONSUMER COFFEE MAKERS,AutoDrip,,Individual,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
09/12/22,Northwind Traders | Accu Scale,Sophia Martinez,Alpine Ski House,Won,Won,350,09/22/22,350,09/22/22,85,Hot,Close,Won,DRINKWARE,Accu Scale,Coffee Machine Excellence,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
06/26/23,Alpine Ski House | Smart Grind Home,Sophia Martinez,Bellows College,Lost,Canceled,7400,07/13/23,0,07/13/23,50,Cold,Develop,,CONSUMER COFFEE GRINDERS,Smart Grind Home,Loyalty Customer Promotion,Unknown,Immediate,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
04/05/24,Contoso Suites | Crema Caf̩ XL,Sophia Martinez,Bellows College,Won,Won,14850,04/30/24,14850,04/30/24,85,Hot,Close,Won,CONSUMER ESPRESSO,Crema Caf̩ XL,,Individual,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
04/11/21,Trey Research | Caf̩ Duo,Sophia Martinez,Bellows College,Won,Won,35350,05/26/21,35350,05/26/21,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Caf̩ Duo,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
09/22/21,Best For You Organics Company | Drink Spoon,Sophia Martinez,Bellows College,Won,Won,200,11/21/21,200,11/21/21,70,Warm,Close,Won,DRINKWARE,Drink Spoon,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
03/25/22,Alpine Ski House | Travel Brew 100,Sophia Martinez,Bellows College,Lost,Canceled,1150,05/25/22,0,05/25/22,30,Cold,Close,,CONSUMER COFFEE MAKERS,Travel Brew 100,Perfect Brew Coffee  Webinar,Unknown,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
08/10/22,Bellows College | 2-Year Espresso Blend Subscription,Sophia Martinez,Bellows College,Lost,Canceled,80850,05/18/23,0,05/18/23,10,Cold,Develop,,SUBSCRIPTION-CM,2-Year Espresso Blend Subscription,Barista Monthly Digest,Unknown,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
07/22/24,Contoso Ltd. | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Bellows College,Open,In Progress,283800,05/12/25,0,,95,Hot,Propose,Committed,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
09/21/23,Bellows College | Airpot,Sophia Martinez,Bellows College,Lost,Canceled,4600,11/25/23,0,11/25/23,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot,Sustainable Coffee Newsletter,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
08/22/24,Bellows College | Airpot Lite,Sophia Martinez,Bellows College,Lost,Canceled,3100,03/13/25,0,03/13/25,25,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
12/06/23,Bellows College | Caf̩ A-100 Automatic,Sophia Martinez,Bellows College,Lost,Canceled,241550,02/20/25,0,02/20/25,10,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,Loyalty Customer Promotion,Committee,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
01/23/23,Bellows College | Caf̩ A-200 Automatic,Sophia Martinez,Bellows College,Lost,Canceled,211700,03/10/24,0,03/10/24,5,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,Customer Care Campaign,Unknown,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
03/03/22,Contoso Ltd. | Airpot Duo,Sophia Martinez,Bellows College,Won,Won,4650,03/18/22,4650,03/18/22,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Duo,Coffee Machine Excellence,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
03/26/25,Nod Publishers | Airpot Lite,Sophia Martinez,Bellows College,Open,In Progress,3900,05/29/25,0,,60,Warm,Propose,Best Case,COMMERCIAL COFFEE MAKERS,Airpot Lite,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
05/12/21,Trey Research | Caf̩ BG-1 Pro,Sophia Martinez,Bellows College,Won,Won,47750,07/09/21,47750,07/09/21,65,Warm,Close,Won,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
11/21/22,Bellows College | Caf̩ Corto,Sophia Martinez,Bellows College,Lost,Canceled,62250,08/10/23,0,08/10/23,5,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ Corto,Barista Monthly Digest,Unknown,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
02/01/23,Lucerne Publishing | Carafe Pro,Sophia Martinez,Bellows College,Won,Won,150,04/02/23,150,04/02/23,80,Hot,Close,Won,DRINKWARE,Carafe Pro,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Freida Farley,Contoso Coffee Price List,User Provided
11/29/21,Northwind Traders | Airpot,Sophia Martinez,Bellows College,Won,Won,10250,12/19/21,10250,12/19/21,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot,Coffee Machine Excellence,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
12/19/23,Southridge Video | 1-Year Organic Office Coffee Subscription,Sophia Martinez,Bellows College,Lost,Out-Sold,5450,02/22/24,0,02/22/24,55,Warm,Close,Lost,SUBSCRIPTION-CM,1-Year Organic Office Coffee Subscription,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Conrad Fenwick,Contoso Coffee Price List,User Provided
03/26/23,Bellows College | Caf̩ Corto,Sophia Martinez,Bellows College,Lost,Canceled,141900,03/02/24,0,03/02/24,25,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ Corto,,Individual,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
09/07/22,Fabrikam Inc. | Cleaning Kit,Sophia Martinez,Bellows College,Lost,Out-Sold,100,09/17/22,0,09/17/22,55,Warm,Close,Lost,DRINKWARE,Cleaning Kit,Perfect Brew Coffee  Webinar,Unknown,Immediate,US Dollar,Eva Corets,Contoso Coffee Price List,User Provided
04/25/21,Bellows College | Caf̩ PG-1 Pro,Sophia Martinez,Bellows College,Lost,Canceled,56850,01/07/22,0,01/07/22,20,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ PG-1 Pro,,Individual,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
02/12/25,Tailspin Toys | Caf̩ BG-1,Sophia Martinez,Bellows College,Open,In Progress,59650,04/23/25,0,,100,Hot,Develop,Committed,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carlene Avery,Contoso Coffee Price List,User Provided
05/15/24,Bellows College | CP Cappuccino Cup with Saucer,Sophia Martinez,Bellows College,Lost,Canceled,150,07/14/24,0,07/14/24,30,Cold,Qualify,,DRINKWARE,CP Cappuccino Cup with Saucer,Loyalty Customer Promotion,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
09/20/23,Bellows College | Cupping Glass,Sophia Martinez,Bellows College,Lost,Canceled,0,04/07/24,0,04/07/24,5,Cold,Qualify,,DRINKWARE,Cupping Glass,Customer Care Campaign,Unknown,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
03/01/25,Alpine Ski House | Drink Spoon,Sophia Martinez,Bellows College,Open,In Progress,150,05/30/25,0,,20,Cold,Develop,Pipeline,DRINKWARE,Drink Spoon,,Individual,Next Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
05/27/24,Bellows College | Cupping Glass,Sophia Martinez,Bellows College,Lost,Canceled,50,12/13/24,0,12/13/24,25,Cold,Qualify,Lost,DRINKWARE,Cupping Glass,,Individual,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
01/11/24,Bellows College | Cupping Glass,Sophia Martinez,Bellows College,Lost,Canceled,50,03/11/24,0,03/11/24,30,Cold,Qualify,,DRINKWARE,Cupping Glass,Customer Follow-up,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
09/09/21,Bellows College | Cupping Glass,Sophia Martinez,Bellows College,Lost,Canceled,100,11/08/21,0,11/08/21,35,Cold,Qualify,,DRINKWARE,Cupping Glass,Intelligent Coffee Machine Showcase,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
03/08/24,Trey Research | 6-Month Fair Trade Coffee Subscription,Sophia Martinez,Bellows College,Won,Won,3250,03/21/24,3250,03/21/24,100,Hot,Close,Won,SUBSCRIPTION-CM,6-Month Fair Trade Coffee Subscription,,Individual,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
07/31/21,Bellows College | Cupping Glass,Sophia Martinez,Bellows College,Lost,Canceled,150,09/29/21,0,09/29/21,45,Cold,Qualify,,DRINKWARE,Cupping Glass,New Product Release,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
07/07/22,Bellows College | Deluxe Decanter,Sophia Martinez,Bellows College,Lost,Canceled,450,01/23/23,0,01/23/23,5,Cold,Qualify,Lost,DRINKWARE,Deluxe Decanter,Loyalty Customer Promotion,Unknown,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
11/09/24,Bellows College | Deluxe Decanter,Sophia Martinez,Bellows College,Lost,Canceled,450,01/08/25,0,01/08/25,45,Cold,Qualify,Lost,DRINKWARE,Deluxe Decanter,New Product Release,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
12/13/24,Lamna Healthcare Company | Caf̩ S-100 Semi-Automatic,Sophia Martinez,Best For You Organics Company,Open,In Progress,457800,03/26/26,0,,0,Cold,Qualify,Omitted,COMMERCIAL ESPRESSO,Caf̩ S-100 Semi-Automatic,Coffee Machine Excellence,Individual,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
12/29/21,Bellows College | Smart Grind Travel,Sophia Martinez,Best For You Organics Company,Lost,Canceled,1200,02/28/22,0,02/28/22,35,Cold,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,Loyalty Customer Promotion,Unknown,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
08/18/22,Bellows College | Storage Canister,Sophia Martinez,Best For You Organics Company,Lost,Canceled,200,03/06/23,0,03/06/23,25,Cold,Qualify,,DRINKWARE,Storage Canister,,Individual,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
03/08/23,Bellows College | Storage Canister,Sophia Martinez,Best For You Organics Company,Lost,Canceled,800,09/25/23,0,09/25/23,5,Cold,Qualify,,DRINKWARE,Storage Canister,Customer Follow-up,Unknown,This Year,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
07/02/21,Nod Publishers | Frothing Pitcher,Sophia Martinez,Best For You Organics Company,Won,Won,200,07/12/21,200,07/12/21,95,Hot,Close,Won,DRINKWARE,Frothing Pitcher,Coffee Machine Excellence,Individual,Immediate,US Dollar,Carly Kurusarttra,Contoso Coffee Price List,User Provided
03/03/25,Humongous Insurance | Airpot Duo,Sophia Martinez,Best For You Organics Company,Won,Won,4450,03/17/25,4450,03/17/25,90,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot Duo,Coffee Machine Excellence,Individual,Immediate,US Dollar,Naoki Sato,Contoso Coffee Price List,User Provided
02/20/25,Trey Research | Caf̩ BG-1,Sophia Martinez,Best For You Organics Company,Open,In Progress,21450,06/11/25,0,,30,Cold,Qualify,Pipeline,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,,Individual,Next Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
03/28/24,Graphic Design Institute | CP Cappuccino Cup with Saucer,Sophia Martinez,Best For You Organics Company,Won,Won,100,05/27/24,100,05/27/24,70,Warm,Close,Won,DRINKWARE,CP Cappuccino Cup with Saucer,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Aurora Badillo,Contoso Coffee Price List,User Provided
02/03/23,Best For You Organics Company | Airpot Lite,Sophia Martinez,Best For You Organics Company,Lost,Canceled,3400,05/07/23,0,05/07/23,30,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot Lite,,Individual,Next Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
01/31/23,Margie's Travel | Airpot XL,Sophia Martinez,Best For You Organics Company,Won,Won,4650,02/15/23,4650,02/15/23,80,Hot,Close,Won,COMMERCIAL COFFEE MAKERS,Airpot XL,,Individual,Immediate,US Dollar,Jan Stevens,Contoso Coffee Price List,User Provided
09/09/21,Wide World Importers | Barista Express,Sophia Martinez,Best For You Organics Company,Won,Won,25850,10/15/21,25850,10/15/21,80,Hot,Close,Won,COMMERCIAL ESPRESSO,Barista Express,,Individual,Immediate,US Dollar,Rodrigo Carrera,Contoso Coffee Price List,User Provided
12/04/21,Best For You Organics Company | Brew Filters,Sophia Martinez,Best For You Organics Company,Won,Won,450,02/02/22,450,02/02/22,70,Warm,Close,Won,DRINKWARE,Brew Filters,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
07/05/22,Best For You Organics Company | Caf̩ BG-1,Sophia Martinez,Best For You Organics Company,Lost,Canceled,7900,09/11/22,0,09/11/22,50,Cold,Develop,,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1,Customer Care Campaign,Unknown,This Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
10/15/22,Bellows College | Barista Express,Sophia Martinez,Best For You Organics Company,Won,Won,64950,02/17/23,64950,02/17/23,75,Warm,Close,Won,COMMERCIAL ESPRESSO,Barista Express,,Individual,This Quarter,US Dollar,Lina Nevland,Contoso Coffee Price List,User Provided
01/12/25,Munson's Pickles and Preserves Farm | Caf̩ Corto,Sophia Martinez,Best For You Organics Company,Open,In Progress,186900,07/28/25,0,,5,Cold,Propose,Omitted,COMMERCIAL ESPRESSO,Caf̩ Corto,Barista Monthly Digest,Unknown,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
05/12/24,Fabrikam Residences | Crema Quatro,Sophia Martinez,Best For You Organics Company,Won,Won,8300,07/19/24,8300,07/19/24,70,Warm,Close,Won,CONSUMER ESPRESSO,Crema Quatro,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Rachel Michael,Contoso Coffee Price List,User Provided
03/18/24,Best For You Organics Company | Caf̩ Grande,Sophia Martinez,Best For You Organics Company,Lost,Canceled,137850,08/13/24,0,08/13/24,40,Cold,Develop,Lost,COMMERCIAL ESPRESSO,Caf̩ Grande,Coffee Innovation Webinar,Unknown,Immediate,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
06/20/21,Munson's Pickles and Preserves Farm | Caf̩ A-200 Automatic,Sophia Martinez,Best For You Organics Company,Won,Won,188700,01/05/22,188700,01/05/22,90,Hot,Close,Won,COMMERCIAL ESPRESSO,Caf̩ A-200 Automatic,,Individual,Immediate,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
12/08/23,Trey Research | Frothing Pitcher,Sophia Martinez,Best For You Organics Company,Lost,Out-Sold,100,12/18/23,0,12/18/23,55,Warm,Close,Lost,DRINKWARE,Frothing Pitcher,Barista Monthly Digest,Unknown,Immediate,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
06/26/21,Contoso Ltd. | 2-Year Organic Office Coffee Subscription,Sophia Martinez,Consolidated Messenger,Won,Won,55550,08/31/21,55550,08/31/21,90,Hot,Close,Won,SUBSCRIPTION-CM,2-Year Organic Office Coffee Subscription,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
10/15/23,Best For You Organics Company | Quick Kettle,Sophia Martinez,Consolidated Messenger,Lost,Canceled,950,01/14/24,0,01/14/24,15,Cold,Qualify,Lost,DRINKWARE,Quick Kettle,New Product Release,Unknown,Next Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
11/06/22,Contoso Ltd. | 2-Year Espresso Blend Subscription,Sophia Martinez,Consolidated Messenger,Won,Won,80150,02/04/23,80150,02/04/23,90,Hot,Close,Won,SUBSCRIPTION-CM,2-Year Espresso Blend Subscription,,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/01/24,Best For You Organics Company | Smart Grind Travel,Sophia Martinez,Consolidated Messenger,Lost,Canceled,1700,07/02/24,0,07/02/24,40,Cold,Close,,CONSUMER COFFEE GRINDERS,Smart Grind Travel,,Individual,Next Quarter,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
06/16/21,Northwind Traders | Diner Mug,Sophia Martinez,Consolidated Messenger,Won,Won,200,06/26/21,200,06/26/21,85,Hot,Close,Won,DRINKWARE,Diner Mug,,Individual,Immediate,US Dollar,Heriberto Nathan,Contoso Coffee Price List,User Provided
09/13/23,Trey Research | Cleaning Kit,Sophia Martinez,Consolidated Messenger,Won,Won,650,11/13/23,650,11/13/23,80,Hot,Close,Won,DRINKWARE,Cleaning Kit,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
04/28/21,Adventure Works Cycles | Smart Grind Home,Sophia Martinez,Contoso Ltd.,Won,Won,6900,05/15/21,6900,05/15/21,65,Warm,Close,Won,CONSUMER COFFEE GRINDERS,Smart Grind Home,New Product Release,Unknown,Immediate,US Dollar,Parsifal Troker,Contoso Coffee Price List,User Provided
11/02/21,Lamna Healthcare Company | Barista Lite,Sophia Martinez,Contoso Ltd.,Won,Won,17500,11/30/21,17500,11/30/21,60,Warm,Close,Won,CONSUMER ESPRESSO,Barista Lite,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
08/14/21,Consolidated Messenger | Caf̩ A-100 Automatic,Sophia Martinez,Contoso Ltd.,Lost,Canceled,129900,07/10/22,0,07/10/22,20,Cold,Develop,,COMMERCIAL ESPRESSO,Caf̩ A-100 Automatic,,Individual,This Year,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
04/18/22,Contoso Suites | Storage Canister,Sophia Martinez,Contoso Ltd.,Lost,Out-Sold,750,04/29/22,0,04/29/22,55,Warm,Close,Lost,DRINKWARE,Storage Canister,New Product Release,Unknown,Immediate,US Dollar,Lucy Lambert,Contoso Coffee Price List,User Provided
01/06/24,Contoso Ltd. | Accu Scale,Sophia Martinez,Contoso Ltd.,Won,Won,700,01/17/24,700,01/17/24,85,Hot,Close,Won,DRINKWARE,Accu Scale,Coffee Machine Excellence,Individual,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
04/08/21,Lamna Healthcare Company | Caf̩ BG-1 Pro,Sophia Martinez,Contoso Ltd.,Won,Won,148400,09/13/21,148400,09/13/21,75,Warm,Close,Won,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,,Individual,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
08/26/22,Consolidated Messenger | Precision Brew 100,Sophia Martinez,Contoso Ltd.,Lost,Canceled,1400,10/26/22,0,10/26/22,25,Cold,Close,,CONSUMER COFFEE MAKERS,Precision Brew 100,Coffee Innovation Webinar,Unknown,This Quarter,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
04/24/23,Consolidated Messenger | Precision Grind Home,Sophia Martinez,Contoso Ltd.,Lost,Canceled,1200,06/24/23,0,06/24/23,25,Cold,Close,,CONSUMER COFFEE GRINDERS,Precision Grind Home,Loyalty Customer Promotion,Unknown,This Quarter,US Dollar,Angela Nicholson,Contoso Coffee Price List,User Provided
01/22/22,Best For You Organics Company | Quick Kettle,Sophia Martinez,Contoso Ltd.,Lost,Out-Sold,300,02/01/22,0,02/01/22,55,Warm,Close,Lost,DRINKWARE,Quick Kettle,New Product Release,Unknown,Immediate,US Dollar,Logan Patterson,Contoso Coffee Price List,User Provided
02/25/25,Lamna Healthcare Company | AutoDrip,Sophia Martinez,Contoso Ltd.,Won,Won,4300,03/11/25,4300,03/11/25,65,Warm,Close,Won,CONSUMER COFFEE MAKERS,AutoDrip,Loyalty Customer Promotion,Committee,Immediate,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
03/31/21,Alpine Ski House | 1-Year Espresso Blend Coffee Subscription,Sophia Martinez,Contoso Ltd.,Won,Won,53950,07/23/21,53950,07/23/21,75,Warm,Close,Won,SUBSCRIPTION-CM,1-Year Espresso Blend Coffee Subscription,Coffee Machine Excellence,Individual,This Quarter,US Dollar,Cacilia Viera,Contoso Coffee Price List,User Provided
12/10/24,Lamna Healthcare Company | Caf̩ BG-1 Pro,Sophia Martinez,Contoso Ltd.,Open,In Progress,120800,07/09/25,0,,5,Cold,Qualify,Omitted,COMMERCIAL COFFEE GRINDERS,Caf̩ BG-1 Pro,Coffee Machine Excellence,Individual,Next Quarter,US Dollar,Tracy Harding,Contoso Coffee Price List,User Provided
12/01/21,Proseware Inc. | 1-Year Fair Trade Coffee Subscription,Sophia Martinez,Contoso Ltd.,Lost,Out-Sold,43850,03/15/22,0,03/15/22,60,Warm,Close,Lost,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Petr Kar,Contoso Coffee Price List,User Provided
08/27/24,Fourth Coffee | Crema Quatro,Sophia Martinez,Contoso Ltd.,Open,In Progress,34000,04/18/25,0,,35,Cold,Develop,Pipeline,CONSUMER ESPRESSO,Crema Quatro,New Product Release,Unknown,This Year,US Dollar,Carole Poland,Contoso Coffee Price List,User Provided
09/09/21,Contoso Ltd. | Airpot XL,Sophia Martinez,Contoso Ltd.,Lost,Canceled,1600,11/10/21,0,11/10/21,20,Cold,Close,,COMMERCIAL COFFEE MAKERS,Airpot XL,Customer Care Campaign,Unknown,This Quarter,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
08/04/22,Contoso Ltd. | AutoDrip,Sophia Martinez,Contoso Ltd.,Lost,Canceled,1500,08/16/22,0,08/16/22,45,Cold,Close,,CONSUMER COFFEE MAKERS,AutoDrip,Barista Monthly Digest,Unknown,Immediate,US Dollar,Daisy Pope,Contoso Coffee Price List,User Provided
02/10/25,Munson's Pickles and Preserves Farm | Caf̩ Duo,Sophia Martinez,Contoso Ltd.,Open,In Progress,153300,10/11/25,0,,0,Cold,Develop,Omitted,COMMERCIAL ESPRESSO,Caf̩ Duo,Loyalty Customer Promotion,Committee,Next Quarter,US Dollar,Sue Vance,Contoso Coffee Price List,User Provided
10/06/24,Trey Research | 1-Year Fair Trade Coffee Subscription,Sophia Martinez,Contoso Ltd.,Won,Won,20150,12/25/24,20150,12/25/24,60,Warm,Close,Won,SUBSCRIPTION-CM,1-Year Fair Trade Coffee Subscription,Loyalty Customer Promotion,Committee,This Quarter,US Dollar,Alex Baker,Contoso Coffee Price List,User Provided
04/19/21,Relecloud | CP Latte Cup with Saucer,Sophia Martinez,Contoso Ltd.,Won,Won,50,06/18/21,50,06/18/21,75,Warm,Close,Won,DRINKWARE,CP Latte Cup with Saucer,,Individual,This Quarter,US Dollar,Orestas Schafer,Contoso Coffee Price List,User Provided
